ProductKey,ActualSales
78907,11446230.71034
78906,9423293.61562
78912,6845215.13363
78911,6318480.13558
78905,5683408.87422
78910,4603816.01428
89815,3527257.13308
78909,3338969.32365
72582,2786082.72391
72581,2246080.3832900003
78908,2219777.4465
72579,2056295.2000499999
89699,1701741.5802
78914,1458745.86847
78913,1121864.60266
89814,616447.92177
89813,581225.1254499999
47075,0.0
49663,0.0
48728,0.0
41525,0.0
41526,0.0
48595,0.0
20827,0.0
